0.842415,0.157585,0.311286,0.845060,0.161098,-0.587679,-0.780803,-0.212087
0.842415,0.188714,0.342415,0.844967,0.192343,-0.567025,-0.806515,-0.167378
0.811286,0.157585,0.342415,0.813806,0.161105,-0.559926,-0.782427,-0.272564
0.157585,0.157585,0.311286,0.157546,0.154576,0.008618,0.668529,0.743637
0.188714,0.157585,0.342415,0.188564,0.154473,0.033322,0.691380,0.721723
0.157585,0.188714,0.342415,0.157188,0.185604,0.088103,0.691078,0.717391
0.157585,0.842415,0.311286,0.155135,0.843307,0.544272,-0.198039,0.815199
0.157585,0.811286,0.342415,0.154871,0.812137,0.602980,-0.188968,0.775052
0.188714,0.842415,0.342415,0.185838,0.843175,0.638960,-0.168687,0.750516
0.842415,0.842415,0.311286,0.841010,0.840392,0.312229,0.449752,-0.836801
0.811286,0.842415,0.342415,0.809122,0.840791,0.481022,0.360946,-0.798959
0.842415,0.811286,0.342415,0.840125,0.809850,0.508899,0.319123,-0.799489
0.842415,0.157585,-0.311286,0.840627,0.153973,0.397433,0.802561,-0.444908
0.811286,0.157585,-0.342415,0.809861,0.153988,0.316695,0.799217,-0.510839
0.842415,0.188714,-0.342415,0.841009,0.184948,0.312503,0.836831,-0.449506
0.157585,0.157585,-0.311286,0.161013,0.156679,-0.761833,0.201131,0.615757
0.157585,0.188714,-0.342415,0.161141,0.187553,-0.790429,0.257838,0.555645
0.188714,0.157585,-0.342415,0.192333,0.156862,-0.804433,0.160580,0.571928
0.157585,0.842415,-0.311286,0.157434,0.839306,0.033505,0.691011,0.722067
0.188714,0.842415,-0.342415,0.188800,0.839273,-0.019115,0.698221,0.715627
0.157585,0.811286,-0.342415,0.157763,0.808052,-0.039762,0.718690,0.694193
0.842415,0.842415,-0.311286,0.845254,0.838985,-0.630845,0.762350,0.144418
0.842415,0.811286,-0.342415,0.845012,0.807677,-0.577021,0.802186,0.153441
0.811286,0.842415,-0.342415,0.814051,0.838984,-0.614228,0.762516,0.203207
0.661843,0.361699,0.535672,0.662194,0.366067,-0.077991,-0.970729,-0.227161
0.631453,0.368547,0.545587,0.631836,0.372925,-0.085095,-0.973082,-0.214173
0.638301,0.338157,0.535672,0.638577,0.342476,-0.061179,-0.959819,-0.273871
1.035672,0.338157,0.138301,1.036410,0.336949,-0.164075,0.268586,0.949179
1.045587,0.368547,0.131453,1.045097,0.364536,0.108745,0.891217,0.440348
1.035672,0.361699,0.161843,1.037332,0.364530,-0.368955,-0.629088,0.684194
0.638301,-0.035672,0.161843,0.635235,-0.037324,0.681473,0.367073,0.633129
0.631453,-0.045587,0.131453,0.628296,-0.047038,0.701609,0.322476,0.635417
0.661843,-0.035672,0.138301,0.657818,-0.037219,0.894488,0.343776,0.285848
0.361699,0.338157,0.535672,0.357791,0.336511,0.868387,0.365899,0.334696
0.368547,0.368547,0.545587,0.364541,0.366995,0.890125,0.344890,0.297872
0.338157,0.361699,0.535672,0.334256,0.360114,0.866993,0.352135,0.352598
0.338157,-0.035672,0.138301,0.339070,-0.037030,-0.202955,0.301822,0.931511
0.368547,-0.045587,0.131453,0.369315,-0.046801,-0.170786,0.269758,0.947662
0.361699,-0.035672,0.161843,0.362587,-0.037155,-0.197380,0.329610,0.923254
-0.035672,0.361699,0.161843,-0.035974,0.358832,0.067194,0.637108,0.767840
-0.045587,0.368547,0.131453,-0.045739,0.365697,0.033722,0.633331,0.773146
-0.035672,0.338157,0.138301,-0.035711,0.335308,0.008748,0.633259,0.773890
0.338157,0.638301,0.535672,0.333920,0.638839,0.941542,-0.119459,0.315006
0.368547,0.631453,0.545587,0.364266,0.632149,0.951284,-0.154631,0.266735
0.361699,0.661843,0.535672,0.357576,0.662974,0.916045,-0.251451,0.312463
-0.035672,0.661843,0.138301,-0.037139,0.660410,0.325972,0.318360,0.890162
-0.045587,0.631453,0.131453,-0.046970,0.629558,0.307384,0.421120,0.853331
-0.035672,0.638301,0.161843,-0.037267,0.636643,0.354525,0.368508,0.859368
0.361699,1.035672,0.161843,0.357737,1.034186,0.880403,0.330120,-0.340457
0.368547,1.045587,0.131453,0.364779,1.044190,0.837294,0.310491,-0.450038
0.338157,1.035672,0.138301,0.334160,1.034115,0.888327,0.346053,-0.301864
0.638301,0.661843,0.535672,0.636680,0.665959,0.360196,-0.914743,0.183043
0.631453,0.631453,0.545587,0.630026,0.635668,0.317103,-0.936549,0.149404
0.661843,0.638301,0.535672,0.660301,0.642484,0.342656,-0.929472,0.136631
0.661843,1.035672,0.138301,0.662933,1.034275,-0.242228,0.310493,-0.919195
0.631453,1.045587,0.131453,0.632425,1.044337,-0.215902,0.277839,-0.936051
0.638301,1.035672,0.161843,0.639003,1.034223,-0.155961,0.322089,-0.933775
1.035672,0.638301,0.161843,1.034422,0.638095,0.277732,0.045925,-0.959560
1.045587,0.631453,0.131453,1.044560,0.631331,0.228199,0.027097,-0.973237
1.035672,0.661843,0.138301,1.034599,0.661663,0.238515,0.040015,-0.970314
0.638301,0.338157,-0.535672,0.639821,0.334227,-0.337780,0.873400,-0.350824
0.631453,0.368547,-0.545587,0.632928,0.364508,-0.327619,0.897421,-0.295467
0.661843,0.361699,-0.535672,0.663120,0.357630,-0.283718,0.904238,-0.319152
0.661843,-0.035672,-0.138301,0.657706,-0.037166,0.919222,0.332061,-0.211580
0.631453,-0.045587,-0.131453,0.627142,-0.046757,0.958131,0.260012,-0.119911
0.638301,-0.035672,-0.161843,0.634154,-0.037062,0.921555,0.308958,-0.235119
1.035672,0.361699,-0.161843,1.034658,0.357331,0.225383,0.970658,-0.083823
1.045587,0.368547,-0.131453,1.044608,0.364166,0.217414,0.973421,-0.071995
1.035672,0.338157,-0.138301,1.034414,0.333840,0.279583,0.959349,-0.038509
0.338157,0.361699,-0.535672,0.341293,0.358474,-0.696931,0.716694,0.025239
0.368547,0.368547,-0.545587,0.371515,0.365166,-0.659574,0.751314,-0.022127
0.361699,0.338157,-0.535672,0.364897,0.334994,-0.710719,0.702895,-0.028582
-0.035672,0.338157,-0.138301,-0.034034,0.335510,-0.364026,0.588279,0.722089
-0.045587,0.368547,-0.131453,-0.044139,0.365801,-0.321778,0.610038,0.724094
-0.035672,0.361699,-0.161843,-0.034011,0.358986,-0.369157,0.602865,0.707303
0.361699,-0.035672,-0.161843,0.360801,-0.034187,0.199484,-0.329978,0.922670
0.368547,-0.045587,-0.131453,0.367902,-0.044396,0.143153,-0.264546,0.953689
0.338157,-0.035672,-0.138301,0.338242,-0.034571,-0.018740,-0.244704,0.969417
0.361699,0.661843,-0.535672,0.363312,0.657955,-0.358576,0.864034,0.353368
0.368547,0.631453,-0.545587,0.370262,0.627522,-0.381115,0.873597,0.302623
0.338157,0.638301,-0.535672,0.339847,0.634415,-0.375596,0.863583,0.336381
0.338157,1.035672,-0.138301,0.334470,1.034043,0.819434,0.362058,0.444344
0.368547,1.045587,-0.131453,0.364699,1.044205,0.854966,0.307037,0.418045
0.361699,1.035672,-0.161843,0.359168,1.034013,0.562289,0.368617,0.740238
-0.035672,0.638301,-0.161843,-0.035454,0.635268,-0.048397,0.674010,0.737135
-0.045587,0.631453,-0.131453,-0.045485,0.628491,-0.022718,0.658257,0.752450
-0.035672,0.661843,-0.138301,-0.035690,0.658883,0.003968,0.657728,0.753245
0.661843,0.638301,-0.535672,0.663322,0.634100,-0.328707,0.933706,0.141934
0.631453,0.631453,-0.545587,0.632943,0.627258,-0.331024,0.932408,0.145047
0.638301,0.661843,-0.535672,0.639842,0.657701,-0.342354,0.920298,0.189327
1.035672,0.661843,-0.138301,1.037186,0.657742,-0.336388,0.911241,-0.237661
1.045587,0.631453,-0.131453,1.046910,0.627396,-0.293992,0.901591,-0.317336
1.035672,0.638301,-0.161843,1.037041,0.634124,-0.304191,0.928382,-0.213482
0.638301,1.035672,-0.161843,0.642666,1.034694,-0.969910,0.217428,-0.109542
0.631453,1.045587,-0.131453,0.635705,1.044873,-0.944722,0.158652,-0.286931
0.661843,1.035672,-0.138301,0.666089,1.034677,-0.943576,0.221099,-0.246535
0.907452,0.345411,0.376670,0.908452,0.349743,-0.222210,-0.962568,-0.155197
0.876670,0.345411,0.407452,0.877532,0.349745,-0.191642,-0.963153,-0.188707
0.885307,0.314216,0.385307,0.886704,0.318446,-0.310442,-0.939952,-0.141829
0.876670,0.092548,0.154589,0.874978,0.092567,0.375985,-0.004234,-0.926616
0.907452,0.123330,0.154589,0.905309,0.122613,0.476126,0.159339,-0.864821
0.885307,0.114693,0.185784,0.886117,0.117244,-0.180030,-0.566844,-0.803914
0.654589,0.123330,0.407452,0.655626,0.126734,-0.230521,-0.756307,-0.612258
0.654589,0.092548,0.376670,0.656500,0.095683,-0.424605,-0.696572,-0.578358
0.685784,0.114693,0.385307,0.687781,0.117984,-0.443919,-0.731348,-0.517750
0.345411,0.092548,0.376670,0.349693,0.092146,-0.951553,0.089388,-0.294206
0.345411,0.123330,0.407452,0.346616,0.126275,-0.267677,-0.654339,-0.707241
0.314216,0.114693,0.385307,0.318064,0.115132,-0.855163,-0.097613,-0.509086
0.092548,0.123330,0.154589,0.093360,0.120927,-0.180385,0.534139,0.825928
0.123330,0.092548,0.154589,0.124205,0.090296,-0.194327,0.500463,0.843667
0.114693,0.114693,0.185784,0.115377,0.112228,-0.151916,0.547776,0.822717
0.123330,0.345411,0.407452,0.121318,0.342637,0.447137,0.616499,0.648072
0.092548,0.345411,0.376670,0.090844,0.342542,0.378665,0.637465,0.671007
0.114693,0.314216,0.385307,0.113069,0.311306,0.360865,0.646663,0.672015
0.092548,0.654589,0.376670,0.089383,0.653819,0.703422,0.171126,0.689865
0.123330,0.654589,0.407452,0.119939,0.653906,0.753550,0.151814,0.639621
0.114693,0.685784,0.385307,0.111444,0.685466,0.722128,0.070630,0.688144
0.123330,0.907452,0.154589,0.120767,0.904327,0.569697,0.694311,-0.439747
0.092548,0.876670,0.154589,0.095673,0.879233,-0.694311,-0.569697,-0.439747
0.114693,0.885307,0.185784,0.113668,0.886332,0.227760,-0.227760,0.946705
0.345411,0.876670,0.407452,0.341713,0.877692,0.821765,-0.227211,0.522569
0.345411,0.907452,0.376670,0.341572,0.908085,0.853010,-0.140842,0.502531
0.314216,0.885307,0.385307,0.310563,0.886066,0.811722,-0.168607,0.559177
0.654589,0.907452,0.376670,0.651018,0.906450,0.793490,0.222584,-0.566419
0.654589,0.876670,0.407452,0.650265,0.877261,0.960930,-0.131389,-0.243619
0.685784,0.885307,0.385307,0.682052,0.884670,0.829353,0.141465,-0.540519
0.907452,0.876670,0.154589,0.908280,0.874253,-0.184119,0.537057,-0.823207
0.876670,0.907452,0.154589,0.877653,0.905126,-0.218630,0.516874,-0.827673
0.885307,0.885307,0.185784,0.885820,0.882962,-0.114002,0.521017,-0.845899
0.876670,0.654589,0.407452,0.873502,0.657101,0.703888,-0.558256,-0.439195
0.907452,0.654589,0.376670,0.904284,0.656195,0.703922,-0.356843,-0.614131
0.885307,0.685784,0.385307,0.881965,0.687206,0.742577,-0.315975,-0.590541
0.654589,0.092548,-0.376670,0.654380,0.089453,0.046535,0.687925,-0.724288
0.654589,0.123330,-0.407452,0.655183,0.120171,-0.132056,0.702012,-0.699814
0.685784,0.114693,-0.385307,0.685585,0.111467,0.044141,0.716957,-0.695718
0.907452,0.123330,-0.154589,0.904653,0.119928,0.621855,0.755972,-0.204456
0.876670,0.092548,-0.154589,0.873708,0.089366,0.658120,0.707198,-0.258358
0.885307,0.114693,-0.185784,0.882545,0.111351,0.613728,0.742657,-0.267953
0.876670,0.345411,-0.407452,0.876314,0.341118,0.079130,0.953954,-0.289327
0.907452,0.345411,-0.376670,0.906902,0.341102,0.122182,0.957516,-0.261217
0.885307,0.314216,-0.385307,0.884667,0.309986,0.142118,0.939997,-0.310174
0.092548,0.345411,-0.376670,0.095533,0.342832,-0.663218,0.573129,0.481317
0.123330,0.345411,-0.407452,0.126467,0.342814,-0.696975,0.577117,0.425630
0.114693,0.314216,-0.385307,0.117910,0.311854,-0.714741,0.524927,0.462166
0.123330,0.092548,-0.154589,0.125870,0.091559,-0.564331,0.219792,0.795752
0.092548,0.123330,-0.154589,0.095074,0.122036,-0.561178,0.287692,0.776088
0.114693,0.114693,-0.185784,0.117406,0.113631,-0.602750,0.235991,0.762234
0.345411,0.123330,-0.407452,0.347782,0.125646,-0.526829,-0.514641,0.676459
0.345411,0.092548,-0.376670,0.346354,0.095338,-0.209663,-0.619981,0.756085
0.314216,0.114693,-0.385307,0.316614,0.116746,-0.532833,-0.456286,0.712666
0.345411,0.907452,-0.376670,0.346122,0.904582,-0.158013,0.637639,0.753955
0.345411,0.876670,-0.407452,0.346265,0.873593,-0.189668,0.683658,0.704725
0.314216,0.885307,-0.385307,0.314822,0.882303,-0.134703,0.667505,0.732319
0.092548,0.876670,-0.154589,0.090756,0.873600,0.398221,0.682185,0.613225
0.123330,0.907452,-0.154589,0.121128,0.904452,0.489497,0.666617,0.562152
0.114693,0.885307,-0.185784,0.113140,0.882318,0.345239,0.664253,0.663006
0.123330,0.654589,-0.407452,0.124573,0.651055,-0.276183,0.785340,0.554043
0.092548,0.654589,-0.376670,0.093667,0.651117,-0.248579,0.771603,0.585522
0.114693,0.685784,-0.385307,0.115682,0.682297,-0.219800,0.774891,0.592649
0.907452,0.654589,-0.376670,0.908968,0.650353,-0.336928,0.941262,0.022478
0.876670,0.654589,-0.407452,0.878184,0.650357,-0.336615,0.940521,0.045951
0.885307,0.685784,-0.385307,0.887033,0.681637,-0.383503,0.921593,0.059933
0.876670,0.907452,-0.154589,0.880040,0.904504,-0.748938,0.655056,-0.099971
0.907452,0.876670,-0.154589,0.910587,0.873477,-0.696730,0.709502,-0.105705
0.885307,0.885307,-0.185784,0.888540,0.882185,-0.718386,0.693759,-0.051183
0.654589,0.876670,-0.407452,0.657073,0.873492,-0.552057,0.706045,0.443547
0.654589,0.907452,-0.376670,0.657319,0.904519,-0.606600,0.651782,0.455212
0.685784,0.885307,-0.385307,0.688474,0.882192,-0.597815,0.692115,0.404468
0.569960,0.453237,0.570697,0.571519,0.457456,-0.346472,-0.937427,-0.034468
0.546763,0.430040,0.570697,0.548584,0.434140,-0.404685,-0.911083,-0.078475
0.570183,0.429817,0.567808,0.571471,0.434113,-0.286342,-0.954568,-0.082507
0.798135,0.408171,0.484279,0.798110,0.412590,0.005658,-0.981898,-0.189327
0.790875,0.438833,0.493763,0.790593,0.443266,0.062654,-0.985223,-0.159405
0.768522,0.408402,0.501753,0.768513,0.412828,0.001825,-0.983584,-0.180441
0.561167,0.209125,0.493763,0.556864,0.209952,0.956401,-0.183642,-0.227096
0.591829,0.201865,0.484279,0.588461,0.204081,0.748307,-0.492380,-0.444521
0.591598,0.231478,0.501753,0.588806,0.234352,0.620480,-0.638562,-0.455239
1.070697,0.430040,0.046763,1.070070,0.427240,0.139511,0.622333,-0.770220
1.070697,0.453237,0.069960,1.070055,0.451598,0.142716,0.364183,-0.920328
1.067808,0.429817,0.070183,1.067060,0.427602,0.166279,0.492302,-0.854394
0.984279,0.201865,0.091829,0.983308,0.199209,0.215794,0.590155,0.777914
0.993763,0.209125,0.061167,0.992359,0.206104,0.311979,0.671449,0.672179
1.001753,0.231478,0.091598,1.001073,0.228959,0.151234,0.559868,0.814663
0.993763,0.438833,0.290875,0.992778,0.442482,0.218895,-0.810892,-0.542715
0.984279,0.408171,0.298135,0.984069,0.412360,0.046732,-0.930857,-0.362382
1.001753,0.408402,0.268522,1.001445,0.412445,0.068555,-0.898302,-0.433998
0.546763,-0.070697,0.069960,0.545008,-0.071343,0.389893,0.143512,0.909609
